ID,Binomial,Common_name,Class,Citation,Location,Units,Method,TaxonomicGroup,exclude_manual,notes
1553,Solea_solea,Common sole,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,ICES Division VIIe (Western Channel),SSB  (tonnes),"Based on landings, 1 survey and 4 commercial  CPUE series",Fishes,yes,
1564,Thunnus_obesus,Bigeye tuna,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,East Pacific,Spawning stock biomass (tonnes of females),"SPA, age-structures, catch-at-length analysis",Fishes,yes,
1567,Thunnus_thynnus,Atlantic bluefin tuna / Northern bluefin tuna,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,West Atlantic,Spawning stock biomass (tonnes),SPA,Fishes,yes,too smooth
1581,Xiphias_gladius,Swordfish,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,North Atlantic,TB-MT,SPA,Fishes,yes,too smooth
2041,Anoplopoma_fimbria,Sablefish,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,West Coast of USA,Female spawning stock biomass / tonnes,SPA,Fishes,yes,too smooth
2060,Engraulis_ringens,Anchoveta / Anchovy,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,"N/C stock, Peru",TB-MT,SPA,Fishes,yes,
2090,Sardinops_sagax,Pacific sardine / South American pilchard,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Japan E,Spawning stock biomass/millions,SPA,Fishes,yes,
2092,Scomber_japonicus,Chub mackerel,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Pacific coast of Japan,Spawning stock biomass/thousand tonnes of eggs,Egg survey,Fishes,no,
2097,Sebastes_alutus,Pacific ocean perch,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,"Gulf of Alaska, Alaska",Spawning stock biomass/tonnes of females,SPA,Fishes,yes,too smooth
2098,Sebastes_alutus,Pacific ocean perch,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,US West Coast,Spawning stock biomass/Millions of eggs,SPA,Fishes,yes,too smooth
2169,Thunnus_alalunga,Albacore tuna,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,South Pacific Ocean,Spawning Stock Biomass Index,SPA,Fishes,yes,
2327,Melanogrammus_aeglefinus,Haddock,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,"ICES division Va, Iceland",SSB  tonnes,Based on age-disaggregated landings and survey data,Fishes,yes,
5711,Atheresthes_stomias,Arrowtooth flounder,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Gulf of Alaska,SSB-MT,Unknown,Fishes,yes,too smooth
5934,Gadus_chalcogrammus,Alaska pollock / Walleye pollock,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Eastern Bering sea,SSB-MT,biomass estiamte based on area swept expansion methods from bottom trawl surveys,Fishes,no,
6201,Clupea_harengus,Atlantic herring,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,NAFO 4R spring spawners,Spawning stock biomass (Tonnes),SPA,Fishes,yes,
8273,Gadus_chalcogrammus,Alaska pollock / Walleye pollock,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Aleutian Islands,SSB-MT,Modelled survey data,Fishes,yes,
10967,Xiphias_gladius,Swordfish,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,North Pacific,TB-MT,Longline fishing,Fishes,no,
11202,Platycephalus_richardsoni,Tiger flathead,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,South-eastern Australian continental shelf,SSB-MT,Historical trawler data,Fishes,no,
15328,Dissostichus_eleginoides,Patagonian toothfish,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Prince Edward Islands EEZ,SSB-MT,Records taken from commercial trawlers were standardised into CPUE,Fishes,yes,"FD data, looks interpolated"
19169,Thunnus_thynnus,Atlantic bluefin tuna / Northern bluefin tuna,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Eastern Atlantic,SSB-MT,VPA - A general approach to fitting VPA models. ADAPT is based on minimising the sum-of-squares over any number of indices of abundance to find best-fit parameters.,Fishes,yes,
19172,Lepidopsetta_polyxystra,Northern rock sole,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Eastern Bering Sea and Aleutian Islands USA-NMFS-EBSAI,SSB-MT,Survey index - Temporal indices derived from scientific survey data,Fishes,no,
19176,Melanogrammus_aeglefinus,Haddock,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Georges Bank - NAFO 5Z,SSB-MT,VPA - Virtual Population Analysis,Fishes,yes,
19203,Clupea_harengus,Atlantic herring,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,ICES 28,SSB-MT,VPA - Extended Survivor Analysis,Fishes,yes,
19210,Clupea_harengus,Atlantic herring,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,ICES-VIa-VIIb-VIIc,SSB-MT,VPA - Virtual Population Analysis,Fishes,yes,
19260,Gadus_chalcogrammus,Alaska pollock / Walleye pollock,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Northern Sea of Okhotsk,SSB-MT,VPA - Extended Survivor Analysis,Fishes,yes,
19332,Myzopsetta_ferruginea,Yellowtail flounder,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Southern New England-Mid Atlantic,SSB-MT,VPA - Virtual Population Analysis,Fishes,yes,
19343,Scomber_japonicus,Chub mackerel,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Tsushima Strait,SSB-MT,VPA - Virtual Population Analysis,Fishes,yes,
19344,Engraulis_japonicus,Japanese anchovy,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Tsushima Strait,SSB-MT,VPA - Virtual Population Analysis,Fishes,yes,
19345,Trachurus_japonicus,Japanese jack mackerel,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Tsushima Strait,SSB-MT,VPA - Virtual Population Analysis,Fishes,yes,
19346,Sardinops_sagax,Pacific sardine / South American pilchard,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Tsushima Strait,SSB-MT,VPA - Virtual Population Analysis,Fishes,yes,
19347,Etrumeus_sadina,Red-eye round herring,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,Tsushima Strait,SSB-MT,VPA - Virtual Population Analysis,Fishes,yes,
20314,Clupea_harengus,Atlantic herring,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,NAFO 4T,Spawning stock biomass (fall),VPA,Fishes,yes,
20315,Clupea_harengus,Atlantic herring,Actinopteri,RAM Legacy Stock Assessment Database (2021) ‘RAM Legacy Stock Assessment Database v4.495’. Zenodo. Available at: https://doi.org/10.5281/zenodo.4824192.,NAFO 4T,Spawning stock biomass (spring),VPA,Fishes,yes,
300019,Sphyrna_zygaena,Smooth hammerhead,Elasmobranchii,"Reid, D. D., W. D. Robbins, and V. M. Peddemors. ""Decadal trends in shark catches and effort from the New South Wales, Australia, Shark Meshing Program 1950–2010."" Marine and Freshwater Research 62.6 (2011): 676-693.",New South Wales coast Australia,individual,bather_protection_net,Fishes,no,
19642,Carcharodon_carcharias,Great white shark,Elasmobranchii,"Reid, D. D., W. D. Robbins, et al. (2011). ""Decadal trends in shark catches and effort from the New South Wales, Australia, Shark Meshing Program 1950–2010."" Marine and Freshwater Research 62(6): 676-693","New South Wales, Australia","CPUE (catch / 100 net days)
","NSW Shark Meshing Program
",Fishes,no,
300021,Prionace_glauca,Blue shark,Elasmobranchii,"Rice, J. 2017. Stock Assessment of Blue Shark in the Indian Ocean using Stock Synthesis. Working Party on Ecosystems and Bycatch, Indian Ocean Tuna Commission Report: IOTC-2017-WPEB13-33.",Indian,ton,multiple,Fishes,yes,
300018,Carcharhinus_obscurus,Dusky shark,Elasmobranchii,"SEDAR. 2016. Update assessment to SEDAR 21. HMS Dusky Shark. SEDAR, North Charleston, SC, USA.",Northwest Atlantic and North Gulf of Mexico,kg,multiple,Fishes,yes,
22048,Oncorhynchus_keta,Chum salmon,Actinopteri,"Skeena Salmon Program. ""Spawner Abundance and Total Run Size for Skeena Salmon Populations from 1954-2014."" Retrieved February 2017, from http://data.skeenasalmonprogram.ca/data-library/, Spawner Abundance and Total Run Size for Skeena Salmon Populations from 1954-2014. Pacific Salmon Foundation.","Lower Skeena-CM, Skeena River Watershed in Northwest British Columbia",Estimated Spawner Abundance by Conservation Unit,Counts,Fishes,no,
22051,Oncorhynchus_kisutch,Coho salmon,Actinopteri,"Skeena Salmon Program. ""Spawner Abundance and Total Run Size for Skeena Salmon Populations from 1954-2014."" Retrieved February 2017, from http://data.skeenasalmonprogram.ca/data-library/, Spawner Abundance and Total Run Size for Skeena Salmon Populations from 1954-2014. Pacific Salmon Foundation.","Lower Skeena-CO, Skeena River Watershed in Northwest British Columbia",Estimated Spawner Abundance by Conservation Unit,Counts,Fishes,no,
22052,Oncorhynchus_kisutch,Coho salmon,Actinopteri,"Skeena Salmon Program. ""Spawner Abundance and Total Run Size for Skeena Salmon Populations from 1954-2014."" Retrieved February 2017, from http://data.skeenasalmonprogram.ca/data-library/, Spawner Abundance and Total Run Size for Skeena Salmon Populations from 1954-2014. Pacific Salmon Foundation.","Middle Skeena-CO, Skeena River Watershed in Northwest British Columbia",Estimated Spawner Abundance by Conservation Unit,Counts,Fishes,no,
17808,Triglops_murrayi,Moustache sculpin,Actinopteri,"Swain, D. P., et al. (2015). ""Spatial distribution of fishes in a Northwest Atlantic ecosystem in relation to risk of predation by a marine mammal."" Journal of Animal Ecology 84: 1286–1298.","Magdalen Shallows, Southern Gulf of St. Lawrence",Annual stratified-mean catch per unit of effort (fish per tow),"Annual bottom-trawl survey in September with stratified random design. Survey catch rates have been adjusted for effects of changes in vessel, gear and protocol.",Fishes,no,
17809,Enchelyopus_cimbrius,Fourbeard rockling,Actinopteri,"Swain, D. P., et al. (2015). ""Spatial distribution of fishes in a Northwest Atlantic ecosystem in relation to risk of predation by a marine mammal."" Journal of Animal Ecology 84: 1286–1298.","Magdalen Shallows, southern Gulf of St. Lawrence",Abundance given as the mean catch rate (fish per tow),Annual bottom-trawl survey in September with stratified random design,Fishes,no,
17810,Aspidophoroides_monopterygius,Alligatorfish,Actinopteri,"Swain, D. P., et al. (2015). ""Spatial distribution of fishes in a Northwest Atlantic ecosystem in relation to risk of predation by a marine mammal."" Journal of Animal Ecology 84: 1286–1298.","Magdalen Shallows, southern Gulf of St. Lawrence",Mean catch rate (fish per tow),Annual bottom-trawl survey in September with stratified random design,Fishes,no,
11167,Cervus_elaphus,Red deer / Elk,Mammalia," Apollonio, M., R. Andersen, et al., Eds. (2010). European Ungulates and their Managment in the 21st Century, Cambridge University Press.",Slovakia,Individuals,Counting is a requirement and ocurs on two consecutaive days n early march by the responsible gamekeepers/hunters using transects. Sightings are recorded,Mammals,no,
11169,Cervus_elaphus,Red deer / Elk,Mammalia," Apollonio, M., R. Andersen, et al., Eds. (2010). European Ungulates and their Managment in the 21st Century, Cambridge University Press.",Hungary,Spring population size in individuals,Counts made in spring through different methods (see notes),Mammals,no,
1965,Halichoerus_grypus,Grey seal,Mammalia," Duck, C. (2002). Annex II - Pup Production in the British Grey Seal Population. UK Special Committee on Seals, Scientific Advice on Matters Related to the Management of Seal Populations.",Farne Islands,Pup production estimates.,Counts from aerial survey photographs,Mammals,no,
5831,Myodes_rufocanus,Grey-sided vole / Grey red-backed vole,Mammalia," Falck, W., Bjørnstad, et al. (1995). ""Voles and lemmings: chaos and uncertainty in fluctuating populations."" Proceedings of the Royal Society B: Biological Sciences. 262: 363-370.| NERC Centre for Population Biology (1999). The Global Populations Dynamics Database. http://cpbnts1.bio.ic.ac.uk/gpdd/, Imperial College,.","Kilpisjarvi area, Lappi",Individuals,Live trapping ,Mammals,no,
11154,Rupicapra_rupicapra,Tatra chamois / Alpine chamois,Mammalia," Filli, F. (2008). 100 Jahre unter Schutz: Die Gämse im Schweizerischen Nationalpark. Das   Gamswild in Bedrängnis? –  Ökologie, Sörfaktoren, Jag Managment. Donnerstag.",Schweizer Nationalpark,Individuals (kids excluded),Census based on visual searching,Mammals,no,
539,Capra_ibex,Alpine ibex,Mammalia," Jacobson, A. R., A. Provenzale, et al. (2004). ""Climate forcing and density dependence in a mountain ungulate population."" Ecology 85: 1598-1610.","Gran Paradiso NP, NW Italy",Number of individuals,Observed total ibex -  fall census,Mammals,no,
11147,Alces_alces,Elk / moose,Mammalia," Minoranskiy, V. A., V. V. Sidelnikov, et al. (2009). ""History and status of moose in the Rostov region, Russia."" Alces 45: 21-24.",Rostov-Oblast (Rostov District),Count of individuals,Unknown,Mammals,no,
4926,Pan_troglodytes,Chimpanzee,Mammalia," Pusey, A. E., L. Pintea, et al. (2007). ""The Contribution to Long-Term Research at Gombe National Park to Chimpanzee Conservation."" Conservation Biology 21(3): 623-634.","Gombe National Park, Kigoma Region, northwestern Tanzania",Individuals,Recognition of individual animals,Mammals,no,
4860,Eumetopias_jubatus,Steller sea lion,Mammalia," Trites, A. W. and C. P. Donnelly (2003). ""The decline of Steller sea lions Eumetopias jubatus in Alaska: a review of the nutritional stress hypothesis."" Mammal Review. 33(1): 3-28.",Alaska - Western stock,number of individuals,unknown,Mammals,yes,data smoothed and interpolated
4809,Canis_lupus,Grey wolf / Gray wolf,Mammalia," Vucetich, J. A. and R. O. Peterson (2004). ""The influence of prey consumption and demographic stochasticity on population growth rate of Isle Royale wolves Canis lupus."" Oikos 107: 309-320.","Isle Royale National Park, USA",number of individuals,aerial survey with fixed-wing aircraft,Mammals,no,
11473,Capreolus_capreolus,European roe deer,Mammalia,"Apollonio, M., R. Andersen, et al., Eds. (2010). European Ungulates and their Managment in the 21st Century, Cambridge University Press.",Hungary,Spring population size,Unknown,Mammals,no,
11474,Sus_scrofa,Wild boar / Wild pig,Mammalia,"Apollonio, M., R. Andersen, et al., Eds. (2010). European Ungulates and their Managment in the 21st Century, Cambridge University Press.",Hungary,Spring population size ,Unknown,Mammals,no,
10392,Ovibos_moschatus,Musk ox,Mammalia,"Asbjørnsen, E. J., B.-E. Sæther, et al. (2005). ""Predicting the growth of a small introduced muskox population using population prediction intervals."" Journal of Animal Ecology 74(4): 612-618.| Rangbru, B. (2010). Moskus på Dovrefjell - Informasjonsskriv 2010. Trondheim, Fylkesmannen i Sør-Trøndelag.","Dovre Mountains, Central Norway",Number of individuals,Census via 'transect',Mammals,no,
10096,Panthera_leo,African lion / Asiatic lion,Mammalia,"Burton, A. C., E. B. Buedi, C. Balangtaa, D. G. Kpelle, M. K. Sam and J. S. Brashares (2010). ""The decline of lions in Ghana’s Mole National Park."" African Journal of Ecology 49(1): 122-126.","Mole National Park, Northern Ghana",Sightings per 100 patrols,Ground patrol sitings,Mammals,no,
27909,Halichoerus_grypus,Grey seal,Mammalia,"CBS et al. (2020) Gewone en grijze zeehond in Waddenzee en Deltagebied, 1960 - 2020 (indicator 1231, versie 17 , 9 juli 2020). Den Haag, Bilthoven, Wageningen: Centraal Bureau voor de Statistiek (CBS), PBL Planbureau voor de Leefomgeving, RIVM Rijksinstituut voor Volksgezondheid en Milieu, Wageningen University and Research. Available at: www.clo.nl.",Dutch Wadden Sea,Number of individuals,Standardised annual surveys,Mammals,yes,exp growth
27913,Phoca_vitulina,Harbour seal,Mammalia,"CBS et al. (2020) Gewone en grijze zeehond in Waddenzee en Deltagebied, 1960 - 2020 (indicator 1231, versie 17 , 9 juli 2020). Den Haag, Bilthoven, Wageningen: Centraal Bureau voor de Statistiek (CBS), PBL Planbureau voor de Leefomgeving, RIVM Rijksinstituut voor Volksgezondheid en Milieu, Wageningen University and Research. Available at: www.clo.nl.",Dutch Wadden Sea,Number of individuals,Standardised annual surveys,Mammals,yes,exp growth
27915,Phoca_vitulina,Harbour seal,Mammalia,"CBS et al. (2020) Gewone en grijze zeehond in Waddenzee en Deltagebied, 1960 - 2020 (indicator 1231, versie 17 , 9 juli 2020). Den Haag, Bilthoven, Wageningen: Centraal Bureau voor de Statistiek (CBS), PBL Planbureau voor de Leefomgeving, RIVM Rijksinstituut voor Volksgezondheid en Milieu, Wageningen University and Research. Available at: www.clo.nl.",South Holland Delta,Number of individuals,Standardised annual surveys,Mammals,yes,exp growth
19103,Antilocapra_americana,Pronghorn,Mammalia,"Christie, K. S., et al. (2015). ""Long-term changes in pronghorn abundance index linked to climate and oil development in North Dakota."" Biological Conservation 192: 445-453.",North Dakota,Estimated index of abundance,Aerial surveys,Mammals,no,
10734,Bison_bonasus,European bison,Mammalia,"Dackiewicz, J. (2009). ""80 lat restytucji ?ubrów w Puszczy Bia?owieskiej."" European Bison Conservation Newsletter 2: 123-128.","Polish part of Bia?Úowie??a National Park, Poland",Numebr of individuals,Direct counts at,Mammals,no,
22039,Odocoileus_virginianus,White-tailed deer,Mammalia,"Fowler, S. (2016). New Brunswick deer herd down 70% in 30 years, DNR numbers show. CBC News.",New Brunswick,Number of individuals,Population estimate,Mammals,no,
27830,Lynx_lynx,Eurasian lynx,Mammalia,"Kawata, Y. (2008) ‘Population dynamics of the lynx (Lynx lynx) in the Bialowieza Primeval Forest revisited: a statistical analysis of density-dependent migration’, Electronic Journal of Polish Agricultural Universities, 11(4), p. 6.",Bia?Úowie??a Forest (Belarusian part),Number of individuals,Data from J?Ídrzejewski et al. (1996) based on snowtracking,Mammals,no,
14553,Orcinus_orca,Killer whale / Orca,Mammalia,"Lawson, J. and T. Stevens (2014). ""Historic and current distribution patterns, and minimum abundance of killer whales (Orcinus orca) in the north-west Atlantic."" Journal of the Marine Biological Association of the United Kingdom Volume 94(6): 1253-1265.",North-west Atlantic Ocean,Number of sightings,"Photographs gathered from public and governmental sources, number of sightings based on number of unique individuals.",Mammals,no,
18740,Myodes_glareolus,Bank vole,Mammalia,"Terraube, J., A. Villers, L. Poudre, R. Varjonen and E. Korpimäiki (2017). ""Increased autumn rainfall disrupts predator-prey interactions in fragmented boreal forests."" Global Change Biology 23: 1361-1373.","Kauhava region, western Finland",Number of individuals per 100 trap-nights,Snap-trapping in mid-May and late September in four sample plots,Mammals,no,
19783,Rangifer_tarandus,Reindeer / Caribou,Mammalia,"Weir, J. N., et al. (2014). Caribou Data Synthesis - Progress Report #2. Status of the Newfoundland population of woodland caribou. St. John's, NL, Sustainable Development and Strategic Science,Government of Newfoundland and Labrador,. Technical Bulletin No. 008.","Newfoundland, Canada",Estimated number of individuals,"Systematic strip, random block, or markÈÃ¶recapture census procedures including fixed-wing, helicopter and ground resighting surveys. Pooled estimates for individual herds. Population viability analysis for herds not recently surveyed. Years not surveyed interpolated. ",Mammals,yes,data smoothed and interpolated
27918,Rupicapra_rupicapra,Tatra chamois / Alpine chamois,Mammalia,"Zemanová, B. (2014) Genetic structure of chamois populations in central Europe. PhD. Masaryk University & Academy Of Sciences of the Czech Republic.",High Tatras Mountains,Population size,Data adapted from H?Ýjkov?Ý (2007),Mammals,no,
