"Id","Loc","Name","smap1dR2","loglinearR2","rickerR2","best1dR2","best1dmodel","ARmodR2"
"LP_10190","Pointe Geologie, Adelie Land, Antarctica","Emperor penguin",0.638092048134192,0.545546542922542,0.54298739355859,0.638092048134192,"1dsmap",0.611157440531813
"LP_10392","Dovre Mountains, Central Norway","Musk ox",0.973568117726475,0.973568117726475,0.970967080431451,0.973568117726475,"1dsmap",0.973568117726475
"LP_10478","Saxonian Elbsandsteingebirge, Sachsen-An","Eurasian eagle-owl",0.806435577957678,0.799617417719442,0.801896408585881,0.806435577957678,"1dsmap",0.806435577957678
"LP_10671","Jesen?íky Mountains, Czech Republic","Eurasian eagle-owl",0.926020934972844,0.911681448596873,0.921080782905832,0.926020934972844,"1dsmap",0.933548263792551
"LP_10734","Polish part of Bia?Úowie??a National Par","European bison",0.987910577276996,0.984421525615651,0.956496549735497,0.987910577276996,"1dsmap",0.987910577276996
"LP_10775","Switzerland (population occurs in the no","White stork",0.99420766277503,0.992830513394385,0.99420766277503,0.99420766277503,"ricker",0.99420766277503
"LP_10967","North Pacific","Swordfish",0.886655564564506,0.885961747962861,0.885765123247676,0.886655564564506,"1dsmap",0.915222651437008
"LP_11096","Georges Bank (5Z)","Atlantic cod / Cod",0.398938323393528,0.231777499157224,0.2450497322181,0.398938323393528,"1dsmap",0.380460401404259
"LP_11147","Rostov-Oblast (Rostov District)","Elk / moose",0.926570895038781,0.926570895038781,0.925607630945945,0.926570895038781,"loglinear",0.960299476725484
"LP_11154","Schweizer Nationalpark","Tatra chamois / Alpine chamois",0.428030122663053,-0.0211081384587326,0.0381216545532651,0.428030122663053,"1dsmap",0.301051699264176
"LP_11162","Solway Firth, UK (Svalbard population)","Barnacle goose",0.979283236735663,0.979158740049783,0.979262526624649,0.979283236735663,"1dsmap",0.979283236735663
"LP_11167","Slovakia","Red deer / Elk",0.898883057121099,0.895632924547606,0.892266659091732,0.898883057121099,"1dsmap",0.898883057121099
"LP_11169","Hungary","Red deer / Elk",0.960713958563593,0.959793175979869,0.960713958563593,0.960713958563593,"ricker",0.960713958563593
"LP_11184","Black Sea Biosphere Reserve, Southern Uk","Sandwich tern",0.0540955322460834,0.0407437575330354,0.0109277199570382,0.0540955322460834,"1dsmap",0.068512256940276
"LP_11186","German north sea coast","Sandwich tern",0.729233421761284,0.724733452105146,0.722297773486724,0.729233421761284,"1dsmap",0.73677710784046
"LP_11188","Netherlands and Belgium","Sandwich tern",0.87589400696863,0.868968655210285,0.868502360764828,0.87589400696863,"1dsmap",0.935438962963245
"LP_11202","South-eastern Australian continental she","Tiger flathead",0.965735769241491,0.965469335919417,0.965735769241491,0.965735769241491,"ricker",0.965735769241491
"LP_11206","South-eastern Australian continental she","Tarakihi",0.986283490904209,0.985851989926485,0.986283490904209,0.986283490904209,"ricker",0.986283490904209
"LP_11349","Jura Mountains","Peregrine falcon",0.957462113654671,0.948882867857736,0.951527516271504,0.957462113654671,"1dsmap",0.951527516271504
"LP_11473","Hungary","European roe deer",0.983060210793257,0.983060210793257,0.982651999257087,0.983060210793257,"loglinear",0.983060210793257
"LP_11474","Hungary","Wild boar / Wild pig",0.973490732131223,0.973490732131223,0.97343822021941,0.973490732131223,"loglinear",0.973490732131223
"LP_12009","Newburyport region, Massachusetts","Hudsonian godwit",0.729085448945855,0.712381864776636,0.70587815993821,0.729085448945855,"1dsmap",0.784023120827199
"LP_12010","Chatham region, Massachusetts","Hudsonian godwit",0.339869597713792,0.322206898487737,0.339869597713792,0.339869597713792,"1dsmap",0.339869597713792
"LP_12065","Schleswig-Holstein","Eurasian dotterel",-0.0208966726988749,-0.128405517917312,-0.109965114514555,-0.0208966726988749,"1dsmap",-0.0262267996504142
"LP_12074","Britain, Ireland","Bean goose",0.810710234653414,0.786127620023178,0.792236921405152,0.810710234653414,"1dsmap",0.85751006904259
"LP_12088","Handa Island, Scotland","Great skua",0.971974278359995,0.970477615559695,0.971974278359995,0.971974278359995,"ricker",0.971974278359995
"LP_12221","Eastern population wintering along the A","Tundra swan",0.62842131452273,0.593559656528666,0.593164087703196,0.62842131452273,"1dsmap",0.642447533549461
